taz,rdm_zones,super_district,county
1664,134,16,4
1665,268,7,7
1666,21,1,3
1667,12,8,8
1668,111,27,5
1669,103,10,2
1670,238,28,1
1671,99,5,9
1672,26,7,4
1673,63,24,6
1674,3,24,4
1675,29,6,3
1676,53,1,2
1677,60,23,2
1678,66,32,6
1679,102,20,7
1680,144,25,2
1681,69,24,8
1682,250,32,5
1683,72,9,7
1684,263,28,3
1685,40,3,6
1686,257,5,9
1687,107,11,6
1688,39,25,5
1689,167,14,5
1690,281,18,6
1691,59,3,8
1692,172,30,1
1693,231,27,9
1694,114,25,1
1695,94,29,7
1696,233,10,9
1697,278,5,1
1698,100,3,9
1699,204,27,2
1700,259,5,9
1701,227,26,9
1702,13,4,5
1703,56,30,5
1704,204,24,4
1705,121,31,5
1706,158,19,8
1707,202,16,8
1708,95,14,5
1709,57,1,6
1710,17,24,4
1711,264,10,8
1712,269,25,8
1713,185,2,8
1714,50,6,1
1715,296,23,9
1716,190,24,7
1717,74,16,1
1718,248,27,2
1719,97,20,5
1720,251,8,8
1721,125,12,2
1722,157,1,5
1723,181,10,8
1724,233,17,8
1725,277,9,1
1726,209,14,2
1727,15,16,6
1728,157,21,4
1729,296,12,5
1730,43,8,2
1731,16,23,8
1732,239,22,4
1733,81,31,8
1734,285,21,1
1735,48,10,6
1736,272,11,2
1737,299,17,5
1738,136,21,2
1739,23,29,1
1740,115,10,5
1741,115,5,9
1742,127,20,2
1743,41,11,1
1744,267,17,2
1745,150,4,3
1746,270,15,5
1747,257,32,7
1748,220,29,1
1749,3,2,2
1750,37,3,8
1751,273,25,8
1752,110,30,3
1753,157,21,4
1754,19,3,4
1755,109,24,6
1756,56,30,1
1757,168,32,2
1758,183,19,7
1759,90,25,8
1760,75,16,2
1761,72,26,3
1762,46,14,7
1763,83,22,7
1764,249,19,2
1765,244,30,9
1766,176,23,3
1767,198,21,7
1768,234,19,3
1769,259,6,9
1770,33,8,9
1771,184,7,4
1772,47,18,4
1773,289,22,5
1774,172,2,2
1775,157,27,2
1776,272,15,7
1777,167,29,1
1778,155,17,7
1779,136,4,4
1780,281,22,9
1781,16,12,1
1782,252,31,7
1783,202,17,5
1784,267,6,3
1785,202,7,3
1786,257,4,2
1787,194,16,3
1788,210,23,6
1789,200,6,8
1790,73,26,9
1791,298,16,8
1792,197,11,5
1793,271,11,8
1794,296,21,7
1795,89,1,7
1796,60,29,6
1797,33,16,1
1798,148,27,2
1799,34,30,2
1800,105,30,7
1801,242,26,4
1802,212,16,4
1803,127,6,5
1804,56,4,7
1805,128,32,3
1806,54,6,1
1807,272,4,9
1808,283,28,9
1809,44,13,2
1810,142,25,8
1811,227,22,8
1812,113,13,3
1813,226,28,9
1814,277,29,8
1815,211,30,5
1816,62,19,2
1817,12,15,7
1818,33,3,5
1819,89,4,6
1820,52,21,6
1821,78,19,5
1822,276,16,1
1823,173,16,5
1824,90,12,9
1825,243,32,7
1826,170,31,3
1827,146,18,9
1828,37,4,1
1829,193,28,9
1830,24,22,9
1831,125,15,9
1832,126,1,5
1833,100,10,7
1834,255,28,2
1835,177,32,5
1836,67,31,9
1837,148,5,4
1838,182,19,6
1839,190,26,6
1840,117,17,3
1841,172,22,4
1842,12,5,2
1843,7,23,5
1844,40,30,8
1845,256,5,4
1846,82,6,1
1847,299,12,8
1848,135,8,8
1849,273,14,4
1850,203,25,8
1851,62,3,4
1852,155,24,3
1853,266,21,8
1854,160,10,4
1855,172,25,7
1856,88,9,8
1857,219,21,4
1858,180,1,1
1859,115,22,8
1860,160,7,1
1861,131,11,4
1862,282,31,1
1863,193,3,2
1864,186,11,1
1865,230,8,3
1866,69,31,6
1867,257,7,5
1868,55,22,3
1869,282,1,8
1870,299,32,6
1871,133,23,6
1872,118,2,6
1873,138,10,5
1874,162,29,9
1875,268,8,6
1876,239,5,6
1877,293,25,7
1878,281,24,5
1879,176,6,3
1880,221,11,7
1881,109,2,2
1882,53,20,5
1883,4,31,8
1884,64,12,1
1885,240,20,5
1886,152,9,4
1887,51,11,9
1888,150,4,7
1889,198,25,6
1890,167,4,4
1891,162,30,3
1892,266,3,9
1893,263,15,1
1894,162,8,7
1895,230,4,4
1896,122,1,2
1897,36,26,2
1898,178,27,4
1899,117,25,4
1900,1,3,4
1901,163,4,4
1902,102,29,2
1903,69,11,1
1904,246,23,3
1905,112,8,1
1906,153,7,9
1907,83,20,3
1908,243,32,5
1909,37,14,7
1910,220,24,1
1911,110,7,4
1912,252,17,2
1913,189,28,1
1914,43,23,3
1915,277,31,1
1916,218,10,7
1917,217,29,2
1918,150,24,2
1919,99,12,3
1920,220,18,5
1921,169,2,2
1922,222,8,7
1923,169,29,4
1924,44,9,1
1925,291,26,8
1926,237,11,4
1927,47,21,7
1928,204,3,7
1929,73,18,2
1930,284,19,9
1931,22,27,8
1932,49,3,9
1933,63,5,4
1934,166,10,6
1935,153,30,5
1936,37,1,5
1937,206,8,3
1938,186,15,3
1939,93,4,5
1940,70,25,3
1941,272,29,4
1942,204,32,6
1943,7,2,4
1944,174,3,8
1945,75,27,9
1946,284,28,6
1947,155,31,8
1948,280,20,4
1949,70,23,4
1950,256,10,5
1951,261,31,8
1952,138,5,7
1953,37,16,8
1954,130,18,1
1955,51,4,6
1956,58,3,4
1957,75,10,1
1958,78,13,7
1959,113,12,6
1960,151,6,6
1961,222,20,4
1962,205,12,5
1963,148,6,2
1964,183,23,5
1965,178,16,2
1966,150,16,8
1967,298,9,6
1968,93,14,8
1969,60,23,3
1970,193,27,4
1971,187,7,1
1972,110,1,8
1973,44,24,3
1974,125,30,5
1975,203,19,8
1976,238,4,7
1977,245,10,8
1978,166,12,5
1979,96,7,1
1980,272,17,9
1981,269,27,7
1982,214,29,6
1983,260,9,9
1984,100,27,1
1985,264,17,5
1986,270,19,9
1987,53,13,4
1988,88,2,1
1989,22,28,1
1990,51,7,5
1991,212,1,7
1992,288,9,9
1993,106,18,3
1994,144,20,3
1995,261,28,3
1996,282,30,8
1997,218,4,8
1998,145,12,8
1999,206,26,8
2000,63,23,5
2001,239,5,4
2002,247,12,6
2003,266,30,6
2004,238,28,4
2005,38,13,3
2006,135,26,4
2007,179,18,7
2008,98,14,7
2009,4,10,1
2010,2,21,7
2011,79,4,9
2012,267,27,5
2013,111,28,4
2014,296,9,5
2015,254,2,7
2016,283,25,6
2017,208,13,7
2018,167,24,1
2019,138,4,8
2020,139,5,9
2021,146,21,1
2022,229,2,3
2023,78,15,8
2024,112,11,7
2025,28,10,5
2026,2,28,7
2027,96,26,6
2028,220,24,2
2029,13,16,5
2030,282,5,3
2031,102,22,8
2032,189,9,1
2033,266,11,4
2034,221,5,4
2035,181,22,6
2036,47,32,6
2037,22,30,4
2038,128,2,7
2039,59,2,9
2040,281,7,8
2041,276,14,6
2042,64,31,7
2043,245,11,2
2044,281,15,2
2045,189,3,1
2046,179,16,7
2047,226,13,6
2048,120,27,4
2049,129,2,7
2050,109,29,4
2051,241,2,7
2052,24,20,1
2053,176,19,9
2054,178,3,9
2055,53,18,5
2056,37,13,2
2057,171,25,2
2058,58,2,2
2059,71,10,3
2060,163,12,9
2061,127,28,3
2062,150,17,4
2063,233,32,7
2064,55,15,4
2065,187,27,5
2066,209,29,4
2067,221,3,3
2068,174,20,4
2069,166,13,8
2070,180,22,4
2071,84,11,1
2072,89,9,1
2073,259,12,7
2074,156,19,7
2075,142,29,1
2076,161,28,2
2077,91,5,3
2078,166,32,2
2079,33,29,2
2080,133,5,1
2081,214,8,2
2082,270,6,7
2083,139,20,5
2084,13,6,1
2085,33,15,4
2086,134,26,8
2087,242,19,2
2088,214,10,3
2089,282,20,3
2090,86,8,3
2091,216,29,4
2092,49,15,9
2093,270,8,7
2094,212,7,2
2095,118,25,9
2096,287,22,2
2097,47,27,7
2098,240,29,2
2099,171,23,4
2100,91,2,4
2101,263,16,3
2102,104,25,7
2103,242,20,1
2104,28,19,3
2105,95,14,2
2106,92,11,7
2107,284,25,9
2108,114,11,4
2109,34,14,8
2110,118,30,7
2111,128,3,9
2112,230,7,9
2113,247,24,8
2114,234,19,6
2115,83,22,3
2116,134,12,6
2117,42,14,2
2118,269,6,8
2119,63,23,1
2120,47,31,7
2121,299,3,7
2122,211,29,6
2123,217,23,6
2124,32,32,8
2125,99,23,2
2126,160,25,4
2127,30,26,3
2128,281,10,7
2129,260,7,8
2130,117,15,3
2131,97,11,3
2132,137,15,1
2133,73,19,9
2134,34,3,7
2135,58,8,5
2136,54,2,3
2137,172,3,9
2138,43,6,8
2139,235,24,3
2140,38,32,9
2141,114,1,2
2142,202,20,3
2143,268,32,7
2144,103,17,3
2145,99,11,8
2146,124,24,4
2147,177,23,2
2148,209,4,8
2149,94,9,9
2150,60,29,9
2151,140,6,1
2152,77,8,4
2153,263,13,7
2154,296,13,2
2155,188,3,3
2156,111,1,6
2157,274,27,4
2158,290,21,1
2159,54,14,7
2160,122,6,2
2161,8,1,5
2162,17,4,3
2163,296,8,3
2164,242,1,2
2165,122,4,2
2166,148,17,7
2167,224,31,9
2168,37,32,9
2169,254,17,6
2170,232,25,5
2171,145,30,7
2172,181,17,4
2173,286,10,9
2174,133,23,2
2175,181,3,6
2176,110,10,1
2177,10,18,2
2178,257,4,3
2179,206,14,7
2180,68,17,4
2181,101,8,7
2182,284,12,1
2183,205,1,2
2184,94,1,2
2185,100,18,2
2186,296,21,8
2187,127,2,7
2188,158,6,2
2189,187,4,8
2190,286,31,5
2191,298,11,4
2192,96,15,1
2193,247,3,5
2194,126,31,4
2195,268,7,7
2196,222,2,4
2197,186,29,2
2198,98,26,9
2199,161,31,9
2200,220,29,9
2201,92,6,7
2202,91,26,6
2203,170,11,7
2204,162,16,3
2205,11,28,2
2206,97,4,3
2207,19,32,3
2208,159,10,2
2209,261,17,8
2210,17,11,7
2211,169,16,5
2212,163,26,5
2213,73,32,3
2214,269,26,7
2215,110,10,4
2216,142,22,1
2217,249,11,2
2218,266,23,3
2219,118,17,8
2220,116,26,4
2221,127,8,9
2222,60,31,4
2223,125,7,9
2224,48,12,4
2225,135,18,4
2226,61,30,7
2227,290,30,8
2228,181,1,4
2229,13,32,2
2230,61,14,3
2231,56,1,5
2232,169,3,2
2233,73,6,6
2234,154,26,6
2235,65,31,3
2236,210,10,9
2237,36,13,5
2238,265,2,1
2239,144,25,7
2240,118,6,3
2241,66,12,7
2242,272,2,6
2243,212,31,9
2244,279,8,9
2245,233,18,4
2246,294,8,2
2247,121,29,7
2248,214,7,3
2249,46,1,6
2250,203,30,4
2251,266,5,4
2252,26,21,2
2253,175,17,7
2254,21,1,6
2255,239,21,6
2256,129,24,5
2257,113,12,8
2258,42,11,5
2259,43,13,7
2260,290,32,4
2261,295,29,9
2262,67,2,7
2263,154,27,1
2264,46,6,5
2265,106,12,5
2266,195,21,4
2267,42,22,7
2268,241,21,3
2269,109,25,8
2270,71,26,7
2271,150,2,7
2272,134,2,3
2273,259,8,6
2274,243,20,5
2275,188,25,9
2276,296,22,2
2277,176,11,4
2278,279,4,5
2279,18,32,7
2280,270,30,7
2281,128,24,7
2282,107,5,5
2283,8,5,3
2284,107,25,5
2285,27,9,1
2286,233,11,5
2287,233,1,7
2288,156,26,7
2289,178,2,4
2290,270,26,8
2291,214,31,4
2292,31,32,6
2293,141,32,5
2294,4,21,2
2295,20,2,1
2296,83,11,5
2297,111,6,6
2298,212,9,8
2299,40,11,8
2300,231,25,4
2301,99,21,8
2302,280,20,3
2303,141,13,1
2304,174,3,3
2305,5,17,4
2306,47,5,4
2307,278,10,8
2308,143,26,7
2309,87,15,3
2310,235,11,4
2311,35,32,8
2312,101,16,4
2313,3,26,3
2314,158,32,7
2315,129,4,9
2316,271,8,4
2317,175,24,3
2318,53,7,6
2319,145,16,8
2320,56,28,7
2321,131,11,9
2322,133,21,4
2323,203,8,4
2324,111,25,9
2325,127,29,5
2326,257,2,2
2327,145,4,7
2328,286,3,7
2329,172,32,2
2330,175,32,1
2331,16,23,9
2332,237,27,7
2333,95,6,9
2334,189,10,1
2335,249,28,5
2336,283,5,3
2337,85,6,1
2338,176,24,9
2339,231,24,5
2340,136,21,6
2341,236,19,1
2342,99,20,2
2343,13,32,8
2344,81,12,8
2345,136,5,2
2346,57,7,6
2347,296,23,5
2348,168,22,5
2349,116,13,2
2350,294,18,5
2351,217,30,1
2352,293,12,6
2353,109,11,9
2354,43,18,6
2355,170,8,6
2356,69,16,7
2357,283,19,4
2358,229,10,1
2359,56,32,4
2360,111,21,1
2361,221,25,5
2362,169,28,3
2363,247,22,3
2364,182,10,4
2365,82,6,4
2366,176,31,2
2367,275,17,4
2368,17,1,6
2369,194,25,2
2370,253,8,5
2371,245,24,5
2372,201,4,6
2373,62,15,6
2374,174,29,4
2375,78,27,9
2376,220,19,8
2377,33,13,1
2378,213,11,6
2379,211,27,1
2380,221,28,4
2381,29,9,4
2382,151,31,9
2383,295,17,5
2384,99,12,8
2385,103,18,9
2386,260,15,7
2387,218,32,1
2388,6,7,5
2389,268,2,6
2390,285,27,7
2391,288,15,3
2392,287,26,2
2393,279,2,8
2394,112,15,9
2395,72,19,7
2396,294,6,6
2397,78,5,3
2398,84,27,8
2399,42,6,8
2400,295,31,7
2401,24,13,7
2402,18,26,5
2403,208,10,5
2404,99,32,2
2405,55,24,9
2406,160,18,6
2407,111,4,1
2408,135,15,7
2409,25,12,3
2410,178,14,3
2411,275,23,3
2412,270,5,5
2413,177,22,9
2414,167,5,3
2415,105,14,4
2416,294,18,4
2417,113,5,3
2418,211,3,6
2419,138,11,6
2420,221,1,2
2421,104,2,7
2422,283,13,1
2423,221,13,3
2424,257,29,2
2425,216,16,9
2426,163,13,1
2427,28,22,2
2428,251,11,1
2429,227,18,3
2430,110,30,3
2431,291,4,6
2432,11,22,2
2433,241,11,5
2434,92,1,2
2435,157,25,2
2436,1,10,5
2437,36,18,5
2438,67,29,7
2439,175,9,3
2440,46,19,1
2441,157,3,3
2442,209,1,8
2443,66,27,7
2444,68,25,7
2445,131,6,6
2446,157,6,6
2447,252,2,1
2448,146,9,6
2449,173,24,4
2450,63,14,7
2451,163,30,5
2452,59,31,8
2453,54,19,5
2454,42,25,9
2455,59,16,1
2456,297,10,3
2457,116,11,1
2458,126,11,5
2459,94,9,5
2460,18,5,5
2461,20,6,9
2462,18,15,9
2463,117,16,7
2464,106,14,5
2465,86,20,5
2466,63,28,9
2467,260,28,5
2468,191,30,9
2469,154,25,3
2470,160,3,3
2471,209,10,8
2472,120,22,3
2473,228,15,4
2474,224,16,8
2475,97,20,6
2476,18,3,3
2477,62,6,2
2478,264,9,2
2479,144,1,7
2480,127,30,7
2481,69,31,8
2482,19,3,8
2483,167,1,4
2484,133,29,1
2485,13,23,8
2486,233,3,1
2487,260,2,2
2488,160,8,8
2489,6,8,7
2490,32,16,9
2491,104,14,5
2492,292,15,2
2493,208,13,8
2494,219,22,2
2495,47,7,8
2496,120,6,1
2497,290,15,8
2498,244,12,3
2499,281,29,2
2500,263,21,6
2501,217,30,3
2502,217,11,6
2503,57,25,5
2504,29,27,7
2505,200,19,1
2506,246,27,8
2507,228,27,5
2508,40,5,3
2509,31,26,1
2510,32,1,1
2511,247,8,6
2512,238,16,6
2513,140,1,6
2514,49,32,5
2515,57,14,1
2516,110,7,5
2517,35,26,3
2518,165,29,7
2519,209,27,3
2520,141,12,5
2521,98,24,7
2522,76,7,3
2523,128,15,9
2524,40,13,5
2525,200,31,2
2526,43,10,8
2527,61,9,9
2528,275,29,7
2529,250,18,2
2530,6,23,1
2531,19,16,3
2532,163,20,3
2533,39,26,9
2534,172,17,1
2535,40,31,7
2536,149,5,6
2537,77,28,7
2538,206,5,8
2539,258,1,6
2540,277,18,3
2541,268,8,7
2542,214,23,4
2543,199,11,3
2544,175,7,9
2545,241,7,8
2546,108,25,5
2547,94,27,7
2548,103,30,9
2549,269,26,9
2550,122,29,9
2551,204,21,2
2552,299,10,3
2553,279,13,8
2554,275,32,7
2555,192,18,9
2556,219,31,9
2557,190,26,1
2558,163,4,3
2559,46,28,1
2560,65,7,7
2561,161,5,8
2562,167,7,7
2563,175,12,9
2564,75,12,8
2565,83,31,7
2566,102,29,1
2567,289,9,9
2568,254,24,6
2569,67,8,3
2570,277,14,6
2571,65,13,3
2572,77,1,8
2573,138,10,9
2574,113,10,5
2575,91,17,7
2576,75,18,4
2577,153,28,7
2578,40,29,8
2579,65,17,5
2580,229,5,5
2581,173,20,5
2582,188,16,5
2583,183,27,3
2584,236,21,2
2585,243,30,3
2586,110,20,8
2587,249,1,2
2588,122,20,8
2589,250,22,7
2590,284,10,3
2591,273,31,6
2592,131,10,3
2593,148,32,1
2594,113,27,7
2595,100,2,9
2596,13,11,8
2597,226,20,2
2598,6,14,6
2599,125,28,4
2600,50,25,4
2601,276,3,1
2602,5,9,2
2603,251,13,7
2604,17,29,7
2605,165,6,7
2606,12,9,5
2607,185,10,7
2608,24,27,4
2609,202,8,6
2610,159,16,1
2611,43,30,4
2612,183,26,7
2613,226,29,2
2614,206,21,9
2615,68,17,6
2616,261,2,4
2617,7,6,1
2618,70,14,5
2619,51,2,9
2620,224,16,2
2621,268,3,6
2622,217,3,9
2623,261,8,7
2624,245,16,5
2625,296,26,2
2626,259,8,1
2627,41,16,4
2628,10,13,1
2629,195,4,2
2630,179,2,4
2631,145,13,1
2632,1,21,5
2633,283,1,4
2634,215,25,4
2635,273,24,1
2636,292,13,5
2637,222,13,7
2638,53,7,7
2639,186,6,2
2640,296,7,5
2641,81,15,8
2642,186,22,9
2643,229,32,7
2644,238,19,8
2645,147,7,8
2646,171,25,5
2647,188,27,1
2648,221,21,3
2649,191,32,6
2650,192,17,5
2651,56,26,6
2652,238,2,6
2653,297,19,7
2654,245,3,2
2655,219,14,1
2656,64,24,6
2657,52,31,7
2658,47,22,3
2659,81,14,1
2660,34,12,2
2661,299,7,4
2662,32,8,3
2663,272,3,7
2664,138,18,7
2665,104,23,6
2666,289,9,3
2667,246,15,4
2668,190,3,2
2669,117,30,9
2670,288,4,9
2671,263,2,5
2672,15,6,5
2673,105,15,9
2674,11,22,5
2675,13,26,3
2676,291,1,7
2677,86,25,7
2678,198,5,3
2679,12,26,8
2680,73,29,9
2681,298,18,7
2682,51,14,1
2683,80,27,7
2684,240,12,5
2685,124,30,1
2686,94,8,8
2687,190,18,9
2688,169,16,4
2689,118,3,1
2690,215,25,1
2691,93,10,9
2692,297,9,2
2693,204,22,2
2694,280,6,9
2695,176,13,3
2696,114,7,1
2697,249,14,5
2698,108,19,1
2699,10,27,4
2700,203,2,6
2701,284,32,3
2702,231,25,1
2703,90,1,4
2704,154,9,1
2705,43,30,4
2706,79,17,7
2707,44,14,6
2708,93,22,8
2709,177,16,3
2710,8,22,6
2711,210,13,6
2712,94,4,8
2713,92,27,3
2714,113,18,3
2715,31,29,5
2716,280,7,4
2717,66,12,6
2718,217,27,1
2719,126,20,5
2720,293,2,8
2721,37,3,6
2722,54,3,3
2723,23,30,2
2724,31,14,6
2725,298,9,3
2726,172,2,3
2727,223,13,2
2728,161,27,3
2729,243,24,1
2730,191,17,9
2731,206,19,6
2732,225,16,8
2733,288,30,2
2734,128,24,8
2735,234,21,7
2736,220,19,6
2737,108,28,5
2738,295,30,7
2739,83,23,5
2740,269,18,5
2741,146,20,6
2742,276,15,1
2743,260,19,2
2744,240,13,6
2745,43,7,4
2746,223,28,4
2747,111,28,7
2748,68,12,5
2749,97,10,8
2750,273,5,6
2751,113,8,8
2752,82,3,9
2753,1,1,2
2754,21,7,6
2755,264,13,6
2756,30,24,9
2757,3,23,4
2758,212,12,5
2759,3,28,4
2760,89,9,4
2761,174,13,8
2762,62,10,4
2763,82,2,7
2764,118,3,2
2765,128,19,5
2766,123,29,8
2767,14,28,7
2768,69,7,2
2769,195,20,1
2770,283,13,6
2771,141,16,9
2772,263,8,4
2773,300,19,4
2774,86,31,4
2775,44,13,9
2776,154,14,1
2777,253,17,9
2778,161,22,8
2779,77,30,7
2780,265,25,1
2781,161,27,2
2782,298,25,1
2783,285,18,4
2784,104,15,9
2785,247,14,9
2786,209,12,9
2787,198,29,7
2788,67,13,9
2789,108,15,1
2790,186,31,1
2791,17,32,6
2792,90,16,8
2793,244,7,3
2794,282,14,5
2795,260,23,1
2796,147,28,3
2797,170,19,3
2798,63,23,3
2799,211,19,6
2800,108,26,1
2801,152,11,8
2802,72,7,9
2803,252,20,2
2804,171,2,9
2805,144,7,1
2806,286,4,2
2807,215,7,9
2808,140,8,3
2809,81,3,7
2810,24,21,1
2811,220,32,5
2812,43,10,7
2813,140,31,9
2814,114,29,3
2815,99,29,9
2816,118,31,1
2817,165,6,9
2818,230,5,8
2819,2,20,7
2820,125,18,4
2821,97,20,8
2822,115,25,9
2823,211,7,7
2824,100,14,5
2825,182,12,4
2826,167,27,5
2827,251,3,8
2828,206,15,6
2829,13,26,2
2830,104,18,9
2831,12,1,6
2832,31,12,2
2833,297,6,8
2834,264,17,3
2835,184,6,9
2836,224,29,3
2837,64,1,3
2838,141,32,1
2839,258,32,8
2840,159,22,5
2841,41,7,8
2842,24,8,6
2843,53,28,4
2844,146,30,6
2845,7,18,3
2846,36,31,3
2847,298,30,3
2848,228,22,5
2849,208,28,6
2850,244,25,9
2851,65,27,4
2852,141,28,1
2853,287,32,2
2854,39,26,6
2855,89,30,3
2856,250,28,5
2857,67,9,8
2858,221,20,4
2859,290,30,7
2860,29,22,9
2861,211,25,4
2862,80,31,6
2863,21,4,6
2864,31,26,1
2865,162,19,1
2866,59,17,9
2867,278,21,6
2868,213,22,8
2869,203,15,7
2870,191,9,7
2871,158,13,9
2872,47,18,1
2873,195,4,5
2874,253,8,2
2875,138,16,4
2876,61,24,5
2877,45,3,9
2878,128,6,8
2879,171,3,2
2880,62,5,3
2881,8,6,1
2882,26,25,8
2883,196,11,7
2884,128,32,4
2885,264,23,3
2886,35,4,2
2887,167,1,9
2888,191,8,6
2889,242,30,6
2890,155,10,6
2891,140,30,4
2892,109,30,6
2893,118,23,1
2894,144,31,3
2895,273,17,2
2896,211,24,8
2897,289,32,7
2898,1,3,8
2899,113,8,7
2900,246,17,7
2901,73,2,9
2902,243,28,2
2903,243,18,6
2904,137,3,5
2905,185,4,5
2906,146,19,6
2907,46,30,8
2908,181,11,5
2909,112,21,3
2910,202,12,6
2911,263,6,8
2912,293,28,7
2913,51,30,6
2914,131,30,6
2915,245,25,5
2916,157,24,4
2917,130,5,2
2918,22,3,2
2919,182,26,7
2920,246,18,1
2921,26,25,6
2922,221,10,9
2923,58,8,5
2924,97,22,9
2925,15,13,3
2926,267,19,7
2927,237,24,1
2928,129,19,2
2929,16,11,9
2930,102,6,4
2931,205,11,2
2932,290,19,8
2933,2,31,7
2934,38,24,8
2935,235,2,2
2936,134,18,3
2937,170,12,4
2938,128,26,3
2939,137,6,9
2940,76,28,4
2941,282,29,1
2942,21,28,6
2943,28,16,9
2944,111,5,1
2945,284,30,7
2946,108,19,8
2947,15,31,6
2948,96,30,5
2949,154,23,8
2950,215,16,8
2951,89,28,1
2952,45,22,5
2953,232,23,5
2954,24,1,9
2955,286,25,5
2956,135,21,3
2957,103,9,1
2958,197,5,2
2959,299,1,6
2960,96,27,2
2961,247,2,9
2962,2,20,6
2963,275,12,6
2964,43,29,3
2965,265,11,4
2966,237,5,8
2967,16,13,4
2968,227,30,3
2969,119,5,2
2970,129,28,8
2971,209,9,9
2972,42,31,5
2973,266,7,6
2974,159,23,6
2975,71,7,7
2976,148,5,1
2977,148,7,5
2978,228,11,4
2979,99,23,9
2980,237,7,6
2981,235,2,8
2982,115,27,5
2983,260,11,9
2984,40,15,4
2985,244,20,7
2986,51,5,5
2987,151,29,5
2988,135,32,2
2989,218,32,3
2990,45,27,2
2991,159,4,7
2992,226,14,5
2993,214,4,6
2994,7,24,5
2995,256,5,3
2996,103,9,5
2997,79,16,4
2998,7,28,2
2999,268,8,2
3000,216,2,3
3001,136,9,4
3002,10,13,5
3003,293,21,9
3004,158,21,9
3005,230,25,5
3006,229,23,3
3007,99,13,7
3008,62,30,8
3009,118,26,2
3010,56,21,7
3011,72,2,8
3012,144,16,4
3013,135,17,9
3014,295,14,5
3015,21,2,3
3016,78,2,8
3017,41,6,9
3018,124,12,9
3019,119,3,4
3020,164,28,7
3021,181,5,7
3022,163,2,2
3023,12,1,8
3024,153,25,3
3025,264,16,2
3026,239,27,5
3027,228,12,2
3028,186,4,2
3029,20,20,4
3030,294,29,1
3031,234,7,7
3032,14,12,1
3033,283,17,9
3034,255,17,1
3035,197,18,4
3036,276,19,2
3037,297,31,2
3038,275,16,1
3039,297,7,4
3040,111,10,9
3041,92,2,3
3042,155,26,4
3043,192,5,9
3044,252,24,5
3045,252,20,8
3046,232,17,7
3047,39,11,4
3048,178,15,5
3049,187,22,9
3050,129,7,9
3051,144,7,2
3052,50,32,4
3053,287,32,2
3054,136,5,8
3055,133,17,5
3056,230,17,3
3057,32,21,8
3058,129,2,6
3059,244,22,3
3060,219,2,3
3061,246,24,8
3062,246,29,4
3063,198,13,3
3064,76,10,8
3065,85,28,7
3066,224,19,1
3067,107,31,6
3068,43,24,1
3069,243,15,5
3070,46,10,7
3071,232,17,7
3072,197,14,5
3073,18,6,1
3074,233,22,2
3075,1,18,2
3076,180,30,5
3077,106,6,8
3078,144,5,3
3079,300,12,3
3080,248,20,1
3081,116,14,9
3082,260,31,5
3083,100,17,5
3084,13,18,5
3085,128,18,5
3086,123,18,9
3087,291,27,4
3088,182,21,5
3089,156,22,9
3090,247,23,1
3091,110,30,6
3092,241,19,9
3093,178,2,2
3094,197,15,1
3095,73,31,6
3096,129,12,3
3097,286,10,8
3098,80,17,5
3099,103,6,5
3100,81,10,8
3101,73,4,4
3102,24,24,7
3103,228,24,2
3104,115,26,9
3105,215,5,7
3106,8,22,3
3107,280,11,5
3108,167,28,2
3109,67,32,5
3110,128,15,5
3111,129,32,8
3112,230,1,8
3113,87,3,8
3114,68,29,4
3115,94,9,7
3116,86,30,3
3117,185,1,3
3118,134,23,6
3119,168,17,8
3120,119,10,5
3121,283,20,9
3122,42,18,5
3123,182,31,3
3124,69,4,2
3125,73,16,6
3126,237,6,7
3127,68,7,5
3128,285,22,4
3129,1,26,9
3130,287,20,1
3131,101,14,2
3132,66,5,3
3133,151,27,2
3134,159,5,7
3135,219,24,4
3136,112,28,4
3137,70,19,5
3138,270,21,9
3139,16,13,2
3140,138,27,7
3141,298,31,3
3142,104,15,9
3143,210,21,9
3144,295,32,3
3145,27,20,6
3146,224,15,5
3147,45,17,4
3148,79,7,6
3149,264,22,3
3150,148,24,5
3151,182,21,2
3152,116,18,3
3153,243,27,1
3154,33,32,5
3155,85,4,6
3156,229,1,2
3157,86,13,7
3158,69,2,9
3159,77,22,1
3160,33,4,8
3161,278,7,4
3162,81,12,4
3163,60,17,9
3164,262,9,6
3165,100,3,9
3166,248,11,9
3167,96,28,4
3168,79,12,6
3169,140,12,5
3170,76,27,3
3171,185,21,9
3172,97,2,6
3173,295,23,4
3174,175,22,6
3175,90,20,3
3176,152,1,3
3177,168,30,8
3178,261,9,3
3179,225,6,2
3180,124,25,6
3181,162,22,7
3182,155,12,8
3183,104,31,1
3184,279,30,2
3185,91,11,8
3186,98,10,8
3187,139,1,1
3188,290,18,9
3189,113,20,2
3190,90,29,1
3191,60,28,7
3192,190,9,2
3193,261,12,8
3194,264,17,6
3195,159,28,9
3196,50,19,7
3197,55,7,3
3198,275,12,6
3199,13,21,2
3200,264,2,6
3201,179,32,2
3202,175,27,4
3203,134,32,9
3204,102,29,6
3205,180,30,2
3206,195,7,5
3207,116,25,7
3208,283,20,6
3209,102,11,3
3210,281,2,5
3211,165,4,5
3212,257,2,5
3213,146,11,9
3214,26,12,9
3215,88,28,3
3216,66,21,7
